"C03227V03891","Townlands","TLIST(A1)","CensusYear","STATISTIC","Statistic Label","UNIT","VALUE"
"063139","Lissadulta, Kilthomas, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"063139","Lissadulta, Kilthomas, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C1","Population","Number","34"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C2","Males","Number","13"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C3","Females","Number","21"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","13"
"063140","Lissagurraun, Moycullen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","7.7"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C1","Population","Number","32"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C2","Males","Number","17"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C3","Females","Number","15"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C7","Housing stock","Number","14"
"063141","Lissaleen, Foxhall, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","7.1"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C1","Population","Number","24"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C2","Males","Number","12"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C3","Females","Number","12"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","9"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C7","Housing stock","Number","12"
"063142","Lissalondoon, Kilconierin, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","25"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C1","Population","Number","19"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C2","Males","Number","11"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C3","Females","Number","8"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","7"
"063143","Lissalumma, Kilreekill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","14.3"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C1","Population","Number","25"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C2","Males","Number","15"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C3","Females","Number","10"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","10"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C7","Housing stock","Number","11"
"063144","Lissanacody, Eyrecourt, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","9.1"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C1","Population","Number","60"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C2","Males","Number","36"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C3","Females","Number","24"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","21"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","7"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","7"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C7","Housing stock","Number","28"
"063145","Lissananny, Foxhall, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","25"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","7"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C7","Housing stock","Number","9"
"063146","Lissanard East, Pallas, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","22.2"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C1","Population","Number","16"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C3","Females","Number","10"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","4"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C7","Housing stock","Number","4"
"063147","Lissanard West, Pallas, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C1","Population","Number","10"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C3","Females","Number","3"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"063148","Lissaniska (Leitrim By), Drumkeary, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","40"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C1","Population","Number","14"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C3","Females","Number","8"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C7","Housing stock","Number","9"
"063149","Lissaniska (Tiaquin By), Abbey West, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","33.3"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C1","Population","Number","22"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C2","Males","Number","9"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C3","Females","Number","13"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","7"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"063150","Lissaniska North, Kilquain, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","12.5"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C1","Population","Number","28"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C2","Males","Number","13"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C3","Females","Number","15"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C7","Housing stock","Number","14"
"063151","Lissaniska South, Kilquain, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","7.1"
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C1","Population","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C2","Males","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C3","Females","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"063152","Lissapharson, Laurencetown, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C1","Population","Number","13"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","7"
"063153","Lissaphuca, Kilmeen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","14.3"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","7"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C7","Housing stock","Number","9"
"063154","Lissard, Kilconnell, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","22.2"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C1","Population","Number","173"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C2","Males","Number","87"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C3","Females","Number","86"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","51"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C7","Housing stock","Number","53"
"063155","Lissarulla, Carnmore, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","3.8"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C1","Population","Number","16"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C3","Females","Number","9"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"063156","Lissatunny, Kiltartan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C1","Population","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C2","Males","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C3","Females","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"063157","Lissavahaun, Oatfield, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C1","Population","Number","33"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C2","Males","Number","19"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C3","Females","Number","14"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","10"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C7","Housing stock","Number","10"
"063158","Lissavally, Hillsbrook, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C1","Population","Number","48"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C2","Males","Number","24"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C3","Females","Number","24"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","16"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","17"
"063159","Lissavally (Jackson), Killeen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","5.9"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C1","Population","Number","15"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C2","Males","Number","9"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C3","Females","Number","6"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","4"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"063160","Lissavally (Vesey), Killeen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","20"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C1","Population","Number","15"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C3","Females","Number","9"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"063161","Lissavally Glebe, Hillsbrook, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C1","Population","Number","42"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C2","Males","Number","17"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C3","Females","Number","25"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","16"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","8"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","8"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","24"
"063162","Lissavruggy, Cloonkeen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","33.3"
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C1","Population","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C2","Males","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C3","Females","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"063163","Lissawullaun, Oatfield, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C1","Population","Number","13"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C3","Females","Number","3"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C7","Housing stock","Number","3"
"063164","Lissindragan, Craughwell, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C1","Population","Number","45"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C2","Males","Number","21"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C3","Females","Number","24"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","18"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","9"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","7"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C7","Housing stock","Number","27"
"063165","Lissoughter, Moyrus, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","25.9"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C1","Population","Number","94"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C2","Males","Number","50"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C3","Females","Number","44"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","33"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C7","Housing stock","Number","33"
"063166","Lissybroder, Dunmore South, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C1","Population","Number","15"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C3","Females","Number","8"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","7"
"063167","Lissyconor, Toberadosh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","14.3"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C1","Population","Number","34"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C2","Males","Number","19"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C3","Females","Number","15"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","9"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","8"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","21"
"063168","Lissyegan (Hodson), Ahascragh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","38.1"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"063169","Lissyegan (Mahon), Ahascragh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C1","Population","Number","27"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C2","Males","Number","13"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C3","Females","Number","14"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","9"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C7","Housing stock","Number","13"
"063170","Lodge, Headford, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","30.8"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C1","Population","Number","15"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C2","Males","Number","10"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C3","Females","Number","5"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"063171","Lomaunaghbaun, Clonbern, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C1","Population","Number","11"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C2","Males","Number","5"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C3","Females","Number","6"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"063172","Lomaunaghroe, Clonbern, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","25"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C1","Population","Number","41"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C2","Males","Number","22"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C3","Females","Number","19"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","13"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","13"
"063174","Longford (Killian By), Ballynakill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C1","Population","Number","75"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C2","Males","Number","38"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C3","Females","Number","37"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","26"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"063175","Longford (Longford By), Tiranascragh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
